id,schematism,filename,latin,polish
144,chelmno_1871,0026.jpg,Schwarzenau,Schwarzenau
145,chelmno_1871,0026.jpg,Bialutten,Bialutten
146,chelmno_1871,0026.jpg,Skurcz,Skurcz
147,chelmno_1871,0027.jpg,Gilgenburg.,Gilgenburg
148,chelmno_1871,0027.jpg,Lenck-Mega.,Lenck-Mega
149,chelmno_1871,0027.jpg,Neidenburg.,Neidenburg
150,chelmno_1871,0027.jpg,Osterode.,Osterode
151,chelmno_1871,0027.jpg,Soldau.,Soldau
152,chelmno_1871,0027.jpg,Thurau.,Thurau
153,chelmno_1871,0027.jpg,Heisternest.,Heisternest
154,chelmno_1871,0027.jpg,Mechau.,Mechau
155,chelmno_1871,0027.jpg,Neustadt.,Neustadt
156,chelmno_1871,0027.jpg,Oxhoeft.,Oxhoeft
157,chelmno_1871,0027.jpg,Putzig.,Putzig
158,chelmno_1871,0028.jpg,Swarzau.,Swarzau
159,chelmno_1871,0028.jpg,Strzellin.,Strzellin
160,chelmno_1871,0028.jpg,Zarnowitz.,Żarnowitz
161,chelmno_1871,0028.jpg,Grutta.,Grutta
162,chelmno_1871,0028.jpg,Jablonowo.,Jabłonowo
163,chelmno_1871,0028.jpg,Linowo.,Linowo
164,chelmno_1871,0028.jpg,Okonin.,Okonin
165,chelmno_1871,0028.jpg,Ostrowitt.,Ostrowitt
166,chelmno_1871,0028.jpg,Plowenz-Mega.,Płowenz-Mega
167,chelmno_1871,0028.jpg,Rehden.,Rehden
168,chelmno_1871,0029.jpg,Borzyszkowo.,Borzyszkowo
169,chelmno_1871,0029.jpg,Conitz.,Conitz
170,chelmno_1871,0029.jpg,Flótenstein.,Flotenstein
171,chelmno_1871,0029.jpg,Eickfiehr.,Eickfiehr
172,chelmno_1871,0029.jpg,Foerstenau.,Foerstenau
173,chelmno_1871,0029.jpg,Friedland.,Friedland
174,chelmno_1871,0029.jpg,Hammerstein.,Hammerstein
175,chelmno_1871,0029.jpg,Heinrichswalde.,Heinrichswalde
176,chelmno_1871,0029.jpg,Konarzyn.,Konarzyn
177,chelmno_1871,0030.jpg,Lubiewo,Lubiewo
178,chelmno_1871,0030.jpg,Bysław-Mega,Bysław-Mega
179,chelmno_1871,0030.jpg,Driczmin,Driczmin
180,chelmno_1871,0030.jpg,Schlochau,Schlochau
181,chelmno_1871,0030.jpg,Prechlau,Prechlau
182,chelmno_1871,0030.jpg,Jeżewo,Jeżewo
183,chelmno_1871,0030.jpg,Gruczno,Gruczno
184,chelmno_1871,0030.jpg,Long-Pol,Long-Pol
185,chelmno_1871,0030.jpg,Cekcyn-Pol,Cekcyn-Pol
186,chelmno_1871,0030.jpg,Niewieśczyn,Niewieśczyn
187,chelmno_1871,0030.jpg,Osche,Osche
188,chelmno_1871,0030.jpg,Przysiersk,Przysiersk
189,chelmno_1871,0031.jpg,Schwetz.,Schwetz
190,chelmno_1871,0031.jpg,Serock.,Serock
191,chelmno_1871,0031.jpg,Schliewitz- Mega.,Schliewitz-Mega
192,chelmno_1871,0031.jpg,Bobau.,Bobau
193,chelmno_1871,0031.jpg,Kischau- Vet.,Kischau-Vet
194,chelmno_1871,0031.jpg,Klonowken.,Klonowken
195,chelmno_1871,0031.jpg,Kokoscltken.,Kokoschken
196,chelmno_1871,0031.jpg,Lubichowo.,Lubichowo
197,chelmno_1871,0031.jpg,Pintschin.,Pintschin
198,chelmno_1871,0031.jpg,Pogutken.,Pogutken
199,chelmno_1871,0032.jpg,Stargardt.,Stargardt
200,chelmno_1871,0032.jpg,Zblewo.,Zblewo
201,chelmno_1871,0032.jpg,Bobrowo.,Bobrowo
202,chelmno_1871,0032.jpg,Kruszyn-Mega.,Kruszyn-Mega
203,chelmno_1871,0032.jpg,Lemberg.,Lemberg
204,chelmno_1871,0032.jpg,Mszano.,Mszano
205,chelmno_1871,0032.jpg,Nieżywięc.,Nieżywięc
206,chelmno_1871,0032.jpg,Pokrzydowo.,Pokrzydowo
207,chelmno_1871,0032.jpg,Strasburg.,Strasburg
208,chelmno_1871,0033.jpg,Czarnowo,Czarnowo
209,chelmno_1871,0033.jpg,Czarze,Czarze
210,chelmno_1871,0033.jpg,Kaszczorek,Kaszczorek
211,chelmno_1871,0033.jpg,Łążyn,Łążyn
212,chelmno_1871,0033.jpg,Ostromecko,Ostromecko
213,chelmno_1871,0033.jpg,Papau-Thorn,Papau-Thorn
214,chelmno_1871,0033.jpg,Thorn,Thorn
215,chelmno_1871,0033.jpg,Thorn,Thorn
216,chelmno_1871,0033.jpg,Thorn,Thorn
217,chelmno_1871,0034.jpg,"Bruss,",Bruss
218,chelmno_1871,0034.jpg,Czersk.,Czersk
219,chelmno_1871,0034.jpg,Gersdorf.,Gersdorf
220,chelmno_1871,0034.jpg,Gostyczyn.,Gostyczyn
221,chelmno_1871,0034.jpg,Jehlenz-Mega.,Jehlenz-Mega
222,chelmno_1871,0034.jpg,Lesno.,Lesno
223,chelmno_1871,0034.jpg,Lichnau.,Lichnau
224,chelmno_1871,0034.jpg,Long.,Long
225,chelmno_1871,0034.jpg,Neukirch.,Neukirch
226,chelmno_1871,0034.jpg,Osterwick.,Osterwick
227,chelmno_1871,0034.jpg,Prust.,Prust
228,chelmno_1871,0034.jpg,Reetz.,Reetz
229,chelmno_1871,0034.jpg,Tuchel.,Tuchel
230,chelmno_1871,0034.jpg,Waldau.,Waldau
231,chelmno_1871,0035.jpg,Wielle,Wielle
232,chelmno_1904,0039.jpg,Bahrendorf (Niedźwiedź),Bahrendorf (Niedźwiedź)
233,chelmno_1904,0040.jpg,Blandan (Blendowo),Blandan (Blendowo)
234,chelmno_1904,0043.jpg,"Briesen (Fredecum, Wąbrzeźno)","Briesen (Fredecum, Wąbrzeźno)"
235,chelmno_1904,0045.jpg,Königl. Neudorf,Königl. Neudorf
236,chelmno_1904,0047.jpg,Gr. Orfidhau (Orzechowo),Groß Orsichau (Orzechowo)
237,chelmno_1904,0047.jpg,Plusnitz (Płużnica-Pfeilsdorf),Plusnitz (Płużnica-Pfeilsdorf)
238,chelmno_1904,0048.jpg,Rheinsberg (Ryńsk),Rheinsberg (Ryńsk)
239,chelmno_1904,0050.jpg,Gr. Butzig,Gross Butzig
240,chelmno_1904,0051.jpg,Kamień (Camin),Kamień (Camin)
241,chelmno_1904,0056.jpg,Glubczyn,Glubczyn
242,chelmno_1904,0058.jpg,Krojanke,Krojanke
243,chelmno_1904,0059.jpg,Gross Lutau,Gross Lutau
244,chelmno_1904,0060.jpg,Radawnitz,Radawnitz ?
245,chelmno_1904,0061.jpg,Slawianowo,Slawianowo
246,chelmno_1904,0063.jpg,Sypniewo,Sypniewo
247,chelmno_1904,0064.jpg,Vandsburg,Vandsburg
248,chelmno_1904,0066.jpg,Gross Wöllwitz,Gross Wöllwitz
249,chelmno_1904,0067.jpg,Zakrzewo,Zakrzewo
250,chelmno_1904,0069.jpg,Sempelburg (Sępolno),Zempelburg (Sępolno)
251,chelmno_1904,0072.jpg,Culm (Chełmno),Culm (Chełmno)
252,chelmno_1904,0077.jpg,Königlisch Kijewo,Königlisch Kijewo
253,chelmno_1904,0078.jpg,Lissewo,Lissewo
254,chelmno_1904,0080.jpg,Sarnau (Sarnowo),Sarnau (Sarnowo)
255,chelmno_1904,0081.jpg,Schöneich,Schöneich
256,chelmno_1904,0082.jpg,Wabcz,Wabcz
257,chelmno_1904,0083.jpg,Biskupitz,Biskupitz
258,chelmno_1904,0085.jpg,Culmsee,Culmsee
259,chelmno_1904,0089.jpg,Gronowo,Gronowo
260,chelmno_1904,0090.jpg,Grzywna,Grzywna
261,chelmno_1904,0092.jpg,Kielbasin,Kielbasin
262,chelmno_1904,0093.jpg,Nawra,Nawra
263,chelmno_1904,0094.jpg,Bischöflich Papau,Bischöflich Papau
264,chelmno_1904,0096.jpg,Schwirsen (Dzwierzno),Schwirsen (Dzwierzno)
265,chelmno_1904,0097.jpg,Unisław,Unisław
266,chelmno_1904,0097.jpg,Silbersdorf (Srebniki),Silbersdorf (Srebniki)
267,chelmno_1904,0099.jpg,Wielkalonka,Wielkalonka
268,chelmno_1904,0100.jpg,Danzig Wojciech Biskup Męczennik,Danzig Wojciech Biskup Męczennik
269,chelmno_1904,0115.jpg,Langenau,Langenau
270,chelmno_1904,0117.jpg,Gemeinde Langfuhr,Gemeinde Langfuhr
271,chelmno_1904,0118.jpg,Neufahrwasser,Neufahrwasser
272,chelmno_1904,0119.jpg,Altschottland,Altschottland
273,chelmno_1904,0122.jpg,Wotzlaff,Wotzlaff
274,chelmno_1904,0127.jpg,Kölln?,Kölln?
275,chelmno_1904,0128.jpg,Mariensee (Przywidz),Mariensee (Przywidz)
276,chelmno_1904,0130.jpg,Matern,Matern
277,chelmno_1904,0131.jpg,Meisterswalde (Mierzyszyn),Meisterswalde (Mierzyszyn)
278,chelmno_1904,0135.jpg,Nieder-Prangenau,Nieder-Prangenau
279,chelmno_1904,0138.jpg,Quaschin (Chwaszczyno),Quaschin (Chwaszczyno)
280,chelmno_1904,0139.jpg,Schönwalde (Kr. Neustadt Wpr.),Schönwalde (Kr. Neustadt Wpr.)
281,chelmno_1904,0140.jpg,Seefeld (Przodkowo),Seefeld (Przodkowo)
282,chelmno_1904,0142.jpg,Soppot,Soppot
283,chelmno_1904,0146.jpg,Dirschau,Dirschau
284,chelmno_1904,0149.jpg,Gardfjan (Godziszewo),Gardschau (Godziszewo)
285,chelmno_1904,0151.jpg,Garczyn (Gartschin).,Garczyn [Gartschin]
286,chelmno_1904,0152.jpg,Gemlitz,Gemlitz
287,chelmno_1904,0154.jpg,Kladau,Kladau
288,chelmno_1904,0155.jpg,Liebschau (Lubiszewo),Liebschau (Lubieszewo)
289,chelmno_1904,0157.jpg,Mühlbanz,Mühlbanz
290,chelmno_1904,0159.jpg,Niedamowo (Jadamy),Niedamowo (Jadamy)
291,chelmno_1904,0160.jpg,Schöneck,Schöneck
292,chelmno_1904,0164.jpg,Subkau,Subkau
293,chelmno_1904,0166.jpg,Gr. Trampken (Trąbki),Gr. Trampken (Trąbki)
294,chelmno_1904,0167.jpg,Wischin,Wischin
295,chelmno_1904,0170.jpg,Crone a. Br. (Koronowo),Crone a. Br. (Koronowo)
296,chelmno_1904,0173.jpg,Dobrcz,Dobrcz
297,chelmno_1904,0175.jpg,Fordon,Fordon
298,chelmno_1904,0177.jpg,Osielsk,Osielsk
299,chelmno_1904,0178.jpg,Wtelno,Wtelno
300,chelmno_1904,0179.jpg,Gr. Wudschin (Wudzyn),Gr. Wudschin (Wudzyn)
301,chelmno_1904,0181.jpg,Zolondowo,Zolondowo
302,chelmno_1904,0182.jpg,Colmansfeld (Chelmonie).,Colmansfeld (Chełmonie)
303,chelmno_1904,0183.jpg,Gollub,Gollub
304,chelmno_1904,0185.jpg,Lobdowo,Lobdowo
305,chelmno_1904,0187.jpg,Pluskoweną (Pluskowęsy),Pluskowenz (Pluskowęsy)
306,chelmno_1904,0188.jpg,Gr. Radowisk (Radowiska Wielkie),Gr. Radowisk (Radowiska Wielkie)
307,chelmno_1904,0189.jpg,Schönsee Wpr. (Kowalewo),Schönsee Wpr. (Kowalewo)
308,chelmno_1904,0194.jpg,Górzno,Górzno
309,chelmno_1904,0196.jpg,Jastrzembie,Jastrzembie
310,chelmno_1904,0196.jpg,Grondzaw (Grązawy),Grondzaw (Grązawy)
311,chelmno_1904,0197.jpg,Szczuka,Szczuka
312,chelmno_1904,0202.jpg,Bütow,Bütow
313,chelmno_1904,0205.jpg,Damsdorf (Niezabyszewo),Damsdorf (Niezabyszewo)
314,chelmno_1904,0207.jpg,Lauenburg,Lauenburg
315,chelmno_1904,0214.jpg,Roslasin,Roslasin
316,chelmno_1904,0216.jpg,Boleszyn (Bolleschin),Boleszyn (Bolleschin)
317,chelmno_1904,0217.jpg,Lautenburg (Lidzbark),Lautenburg (Lidzbark)
318,chelmno_1904,0220.jpg,Mroczno,Mroczno
319,chelmno_1904,0222.jpg,Radosk (Radoszki),Radosk (Radoszki)
320,chelmno_1904,0223.jpg,Graudenz,Graudenz
321,chelmno_1904,0230.jpg,Lessen,Lessen
322,chelmno_1904,0233.jpg,Mockrau,Mockrau
323,chelmno_1904,0235.jpg,Roggenhausen,Roggenhausen
324,chelmno_1904,0238.jpg,Gr. Schönbrück,Schönbrück
325,chelmno_1904,0240.jpg,Schönwalde,Schönwalde
326,chelmno_1904,0244.jpg,Schwenten,Schwenten
327,chelmno_1904,0246.jpg,Eylau,Eylau
328,chelmno_1904,0251.jpg,Grabau,Grabau
329,chelmno_1904,0254.jpg,Grodziczno,Grodziczno
330,chelmno_1904,0255.jpg,Kazanitz,Kazanitz
331,chelmno_1904,0256.jpg,Löbau,Löbau
332,chelmno_1904,0261.jpg,Pronikan (Prątnica),Pronikau (Prątnica)
333,chelmno_1904,0263.jpg,Rosenberg,Rosenberg
334,chelmno_1904,0265.jpg,Rosenthal,Rosenthal
335,chelmno_1904,0267.jpg,Rumian,Rumian
336,chelmno_1904,0268.jpg,Samplawa (Sampława),Samplawa (Sampława)
337,chelmno_1904,0270.jpg,Zwiniarz,Zwiniarz
338,chelmno_1904,0271.jpg,Dzierondzno (Dzierzążno),Dzierondzno (Dzierzążno)
339,chelmno_1904,0272.jpg,Falkenau,Falkenau
340,chelmno_1904,0274.jpg,Gr. Gartz,Gr. Gartz
341,chelmno_1904,0275.jpg,Johannisdorf,Johannisdorf
342,chelmno_1904,0277.jpg,Liebenau,Liebenau
343,chelmno_1904,0279.jpg,Mewe (Gniew),Mewe (Gniew)
344,chelmno_1904,0282.jpg,Neukirch,Neukirch
345,chelmno_1904,0285.jpg,Pehsken,Pehsken
346,chelmno_1904,0287.jpg,Pelplin,Pelplin
347,chelmno_1904,0294.jpg,Ponschau (Paczewo),Ponschau (Pączewo)
348,chelmno_1904,0295.jpg,Raikau,Raikau
349,chelmno_1904,0296.jpg,Schwarzwald (Czarnylas),Schwarzwald (Czarnylas)
350,chelmno_1904,0298.jpg,Berent,Berent
351,chelmno_1904,0301.jpg,Carthaus,Carthaus
352,chelmno_1904,0304.jpg,Chmielno,Chmielno
353,chelmno_1904,0306.jpg,Gorrenfhjin (Gorrenczyn).,Gorrenschin (Gorrenczyn)
354,chelmno_1904,0309.jpg,Gowidlino,Gowidlino
355,chelmno_1904,0310.jpg,Alt-Grabau (Grabowo),Alt-Grabau (Grabowo)
356,chelmno_1904,0313.jpg,Lippusch,Lippusch
357,chelmno_1904,0316.jpg,Parchau,Parchau
358,chelmno_1904,0318.jpg,Sianowo,Sianowo
359,chelmno_1904,0320.jpg,Sierakowitz,Sierakowitz
360,chelmno_1904,0323.jpg,Stendzitz (Stężyca),Stendzitz (Stęzyca)
361,chelmno_1904,0325.jpg,Strepfd) (Strzepcz),Strepsch (Strzepcz)
362,chelmno_1904,0329.jpg,Wigodda (Wygoda),Wigodda (Wygoda)
363,chelmno_1904,0333.jpg,Kirchenjahn (Jania),Kirchenjahn (Jania)
364,chelmno_1904,0335.jpg,Gr. Komorsk,Gr. Komorsk
365,chelmno_1904,0336.jpg,Lalkau,Lalkau
366,chelmno_1904,0338.jpg,Gr. Lubin,Gr. Lubin
367,chelmno_1904,0340.jpg,Neuenburg (Nowe),Neuenburg (Nowe)
368,chelmno_1904,0344.jpg,Osiek,Osiek
369,chelmno_1904,0346.jpg,Pienonskowo (Pieniążkowo),Pienonskowo (Pieniążkowo)
370,chelmno_1904,0348.jpg,Plochotschin (Płochocin),Plochotschin (Płochocin)
371,chelmno_1904,0350.jpg,Sibsau (Bzowo),Sibsau (Bzowo)
372,chelmno_1904,0352.jpg,Skurcz (Skórcz),Skurcz (Skórcz)
373,chelmno_1904,0354.jpg,Bischofswerder,Bischofswerder
374,chelmno_1904,0357.jpg,Kauernik,Kauernik
375,chelmno_1904,0360.jpg,Lippinken,Lippinken
376,chelmno_1904,0361.jpg,Lonkorsz,Lonkorsz
377,chelmno_1904,0363.jpg,Neumark,Neumark
378,chelmno_1904,0368.jpg,Radomno,Radomno
379,chelmno_1904,0370.jpg,Schwarzenau,Schwarzenau
380,chelmno_1904,0372.jpg,Sfarlin,Skarlin
381,chelmno_1904,0377.jpg,Bialutten,Bialutten
382,chelmno_1904,0379.jpg,Gilgenburg,Gilgenburg
383,chelmno_1904,0382.jpg,Gr. Lensk,Gr. Lensk
384,chelmno_1904,0385.jpg,Mohrungen,Mohrungen
385,chelmno_1904,0391.jpg,Neidenburg,Neidenburg
386,chelmno_1904,0395.jpg,Ofterode Ostpr.,Osterode Ostpr.
387,chelmno_1904,0401.jpg,pfarrci Soldau (Działdowo),Soldau (Działdowo)
388,chelmno_1904,0404.jpg,Thurau,Thurau
389,chelmno_1904,0408.jpg,Gohra (Góra),Gohra (Góra)
390,chelmno_1904,0411.jpg,Putziger Heisternest (Jastarnia),Putziger Heisternest (Jastarnia)
391,chelmno_1904,0413.jpg,Mechau,Mechau
392,chelmno_1904,0414.jpg,Neustadt (Wejherowo),Neustadt (Wejherowo)
393,chelmno_1904,0420.jpg,Orhóft (Oksywia),Oxhöft (Oksywia)
394,chelmno_1904,0423.jpg,Putzig,Putzig
395,chelmno_1904,0427.jpg,Rheda,Rheda
396,chelmno_1904,0429.jpg,Schwarzau,Schwarzau
397,chelmno_1904,0431.jpg,Gr. Starfin,Gr. Starsin
398,chelmno_1904,0433.jpg,Strellin (Strzelno),Strellin (Strzelno)
399,chelmno_1904,0434.jpg,Tillau,Tillau
400,chelmno_1904,0436.jpg,Żarnowitz,Żarnowitz
401,chelmno_1904,0440.jpg,Grutta,Grutta
402,chelmno_1904,0442.jpg,Jabłonowo,Jabłonowo
403,chelmno_1904,0444.jpg,Linowo,Linowo
404,chelmno_1904,0445.jpg,Okonin,Okonin
405,chelmno_1904,0448.jpg,Ostrowitt,Ostrowitt
406,chelmno_1904,0449.jpg,Gr. Plowenz,Gr. Plowenz
407,chelmno_1904,0456.jpg,Rehwalde (Rywałd),Rehwalde (Rywałd)
408,chelmno_1904,0459.jpg,Borzyszkowo,Borzyszkowo
409,chelmno_1904,0461.jpg,Adl. Briefen (Brzeźno),Briesen (Brzeźno)
410,chelmno_1904,0463.jpg,Christfelde,Christfelde
411,chelmno_1904,0465.jpg,Eickfier,Eickfier
412,chelmno_1904,0468.jpg,Flötenstein,Flötenstein
413,chelmno_1904,0471.jpg,Förstenau,Förstenau
414,chelmno_1904,0473.jpg,Pr. Friedland,Pr. Friedland
415,chelmno_1904,0477.jpg,Hammerstein,Hammerstein
416,chelmno_1904,0480.jpg,Heinrichswalde Wpr.,Heinrichswalde Wpr.
417,chelmno_1904,0483.jpg,Konarzyn,Konarzyn
418,chelmno_1904,0486.jpg,Konitz,Konitz
419,chelmno_1904,0493.jpg,Pollnitz-Woltersdorf,Pollnitz-Woltersdorf
420,chelmno_1904,0495.jpg,Prechlau,Prechlau
421,chelmno_1904,0498.jpg,Schlochau,Schlochau
422,chelmno_1904,0502.jpg,Schwornigatz,Schwornigatz
423,chelmno_1904,0504.jpg,Gr. Bislaw,Gr. Bislaw
