id,schematism,filename,latin,polish
292,chelmno_1904,0164.jpg,S. Stanislai Ep. M.,Stanisław Biskup Męczennik
293,chelmno_1904,0166.jpg,Assumptionis B. M. V.,Najświętsza Maryja Panna Wniebowzięta
294,chelmno_1904,0167.jpg,Omnium Sanctorum,Wszyscy Św.
296,chelmno_1904,0173.jpg,S. Laurentii Mart.,Wawrzyniec Męczennik
297,chelmno_1904,0175.jpg,S. Nicolai Ep. Conf.,Mikołaj Biskup
298,chelmno_1904,0177.jpg,Nativitatis B. M. V.,Narodzenie Najświętszej Maryi Panny
299,chelmno_1904,0178.jpg,St. Michaelis Archang.,Michał Archanioł
300,chelmno_1904,0179.jpg,S. Barbarae V. M.,Barbara Panna Męczennica
301,chelmno_1904,0181.jpg,Exaltationis S. Crucis.,Podwyższenie Krzyża Św.
302,chelmno_1904,0182.jpg,Tit. Ecclesiae: St. Bartholomaei.,Bartłomiej Apostoł
303,chelmno_1904,0183.jpg,Tit. Ecclesiae: S. Catharinae Virg. et Mart.,Katarzyna Panna Męczennica
304,chelmno_1904,0185.jpg,S. Margaritae Virg. et Mart.,Małgorzata Panna Męczennica
305,chelmno_1904,0187.jpg,S. Joannis Bapt.,Jan Chrzciciel
306,chelmno_1904,0188.jpg,S. Jacobi maj. Apost.,Jakub Większy Apostoł
307,chelmno_1904,0189.jpg,S. Nicolai Ep.,Mikołaj Biskup
308,chelmno_1904,0194.jpg,Tit. Ecclesiae: S. Crucis.,Św. Krzyż
309,chelmno_1904,0196.jpg,Visitationis B. M. V.,Nawiedzenie Najświętszej Maryi Panny
310,chelmno_1904,0196.jpg,"S. Martini Episc., Conf.",Marcin Biskup
311,chelmno_1904,0197.jpg,SS. Fabiani et Sebastiani M. M. et S. Rochi.,"Fabian i Sebastian Męczennicy, Roch"
312,chelmno_1904,0202.jpg,S. Catharinae . Virg. et Mart.,"Katarzyna Panna Męczennica, Marcin"
313,chelmno_1904,0205.jpg,St. Nicolai Episc. Conf.,Mikołaj Biskup
314,chelmno_1904,0207.jpg,St. Jacobi major. Apost.,Jakub Większy Apostoł
315,chelmno_1904,0214.jpg,S. Adalberti Epp. Mart.,Wojciech Biskup Męczennik
316,chelmno_1904,0216.jpg,S. Martini Episc. Conf.,Marcin Biskup
317,chelmno_1904,0217.jpg,St. Adalberti.,Wojciech Biskup Męczennik
318,chelmno_1904,0220.jpg,S. Matthaei Ap.,Mateusz Apostoł
319,chelmno_1904,0222.jpg,SS. Laurentii M. et Nicolai Ep. Conf.,"Wawrzyniec Męczennik, Mikołaj Biskup"
320,chelmno_1904,0223.jpg,St. Nicolai Ep. Conf.,Mikołaj Biskup
321,chelmno_1904,0230.jpg,S. Catharinae V. M.,Katarzyna Panna Męczennica
322,chelmno_1904,0233.jpg,Assumptionis B. Mariae V.,Najświętsza Maryja Panna Wniebowzięta
323,chelmno_1904,0235.jpg,Tit. Ecclesiae: SS. Philippi et Jacobi Apost.,Wojciech Biskup Męczennik
324,chelmno_1904,0238.jpg,St. Bartholomaei Ap.,Bartłomiej Apostoł
325,chelmno_1904,0240.jpg,Nativitatis B. Mariae V.,Narodzenie Najświętszej Maryi Panny
326,chelmno_1904,0244.jpg,S. Barbarae V. M.,Barbara Panna Męczennica
327,chelmno_1904,0246.jpg,Tit. Ecclesiae: Immanc. Conceptionis B. M. V.,Najświętsza Maryja Panna Niepokalanie Poczęta
328,chelmno_1904,0251.jpg,Tit. Ecclesiae: Assumptionis B. Mariae V.,Najświętsza Maryja Panna Wniebowzięta
329,chelmno_1904,0254.jpg,SS. Apostolorum Petri et Pauli.,Piotr i Paweł Apostołowie
330,chelmno_1904,0255.jpg,S. Jacobi Maj. Apost.,Jakub Większy Apostoł
331,chelmno_1904,0256.jpg,S. Annae.,Anna
332,chelmno_1904,0261.jpg,S. Catharinae Virg. Mart.,Katarzyna Panna Męczennica
333,chelmno_1904,0263.jpg,S. Rosaliae.,Rozalia Panna
334,chelmno_1904,0265.jpg,S. Laurentii.,Wawrzyniec Męczennik
335,chelmno_1904,0267.jpg,S. Barbarae. Virg. et Mart.,Barbara Panna Męczennica
336,chelmno_1904,0268.jpg,St. Bartholomaei Apost.,Bartłomiej Apostoł
337,chelmno_1904,0270.jpg,St. Nicolai Ep. Conf.,Mikołaj Biskup
338,chelmno_1904,0271.jpg,St. Jacobi major. Apost.,Jakub Większy Apostoł
339,chelmno_1904,0272.jpg,S. Joannis Bapt.,Jan Chrzciciel
340,chelmno_1904,0274.jpg,Tit. Ecclesiae: Immae. Conceptionis B. M. V.,Najświętsza Maryja Panna Niepokalanie Poczęta
341,chelmno_1904,0275.jpg,S. Joannis Bapt.,Jan Chrzciciel
342,chelmno_1904,0277.jpg,S. Martini Epise. Conf. et S. Margaritae Virg. et Mart.,"Marcin Biskup, Małgorzata Panna Męczennica"
343,chelmno_1904,0279.jpg,S. Nicolai.,Mikołaj Biskup
344,chelmno_1904,0282.jpg,Assumptionis B. M. V. et SS. Apost. Petri et Pauli.,"Najświętsza Maryja Panna Wniebowzięta, Piotr i Paweł Apostołowie"
345,chelmno_1904,0285.jpg,Nativitatis B. M. V.,Narodzenie Najświętszej Maryi Panny
346,chelmno_1904,0287.jpg,SS. Corporis Christi.,Boże Ciało
347,chelmno_1904,0294.jpg,Annuntiationis B. M. V.,Zwiastowanie Najświętszej Maryi Panny
348,chelmno_1904,0295.jpg,S. Bartholomaei Ap.,Bartłomiej Apostoł
349,chelmno_1904,0296.jpg,S. Andreae Apost.,Andrzej Apostoł
350,chelmno_1904,0298.jpg,SS. Trinitatis.,Św. Trójca
351,chelmno_1904,0301.jpg,Assumptionis B. M. V.,Najświętsza Maryja Panna Wniebowzięta
352,chelmno_1904,0304.jpg,SS. Apost. Petri et Pauli.,Piotr i Paweł Apostołowie
353,chelmno_1904,0306.jpg,"SS. Trinitatis et OO. Sanctorum, ursprünglich S. Agathae Virg. et M.","Św. Trójca, Wszyscy Św., Agata Panna Męczennica"
354,chelmno_1904,0309.jpg,Tit. Ecclesiae: Immae. Conceptionis B. M. V.,Najświętsza Maryja Panna Niepokalanie Poczęta
355,chelmno_1904,0310.jpg,S. Annae.,Anna
356,chelmno_1904,0313.jpg,S. Michaelis Arch.,Michał Archanioł
357,chelmno_1904,0316.jpg,S. Nicolai Episc.,Mikołaj Biskup
358,chelmno_1904,0318.jpg,Nativitatis B. Mariae Virg.,Narodzenie Najświętszej Maryi Panny
359,chelmno_1904,0320.jpg,S. Martini Episc.,Marcin Biskup
360,chelmno_1904,0323.jpg,"S. Catharinae Virg. et Mart. Jm S. Nicolaus Ep. а Patron р beżzeichnet, und рат bet Schwengel auch S. Joannes Bapt.","Katarzyna Panna Męczennica, Mikołaj Biskup, Jan Chrzciciel"
361,chelmno_1904,0325.jpg,S. Mariae Magdalenae.,Maria Magdalena
363,chelmno_1904,0333.jpg,SS. Trinitatis (1588 S. Nicolai Episc.),"Św. Trójca, Mikołaj Biskup"
364,chelmno_1904,0335.jpg,S. Bartholomaei Apost.,Bartłomiej Apostoł
365,chelmno_1904,0336.jpg,S. Barbarae Virg. et Mart.,Barbara Panna Męczennica
366,chelmno_1904,0338.jpg,S. Jacobi majoris Apost.,Jakub Większy Apostoł
367,chelmno_1904,0340.jpg,St. Matthaei Apost.,Mateusz Apostoł
368,chelmno_1904,0344.jpg,S. Rochi Conf.,Roch
369,chelmno_1904,0346.jpg,S. Joannis Baptistae.,Jan Chrzciciel
370,chelmno_1904,0348.jpg,St. Laurentii Mart.,Wawrzyniec Męczennik
371,chelmno_1904,0350.jpg,S. Margaritae Virg. et Mart.,Małgorzata Panna Męczennica
372,chelmno_1904,0352.jpg,Omnium Sanctorum.,Wszyscy Św.
373,chelmno_1904,0354.jpg,S. Joannis Nepomuceni M.,Jan Nepomucen
374,chelmno_1904,0357.jpg,S. Mariae Magdalenae.,Maria Magdalena
375,chelmno_1904,0360.jpg,SS. Apostolorum Petri et Pauli.,Piotr i Paweł Apostołowie
376,chelmno_1904,0361.jpg,St. Nicolai Episc.,Mikołaj Biskup
377,chelmno_1904,0363.jpg,St. Thomae Ap.,Tomasz Apostoł
378,chelmno_1904,0368.jpg,"SS. Cordis Jesu, früher S. Catharinae Virg. et Mart.",Boże Ciało
379,chelmno_1904,0370.jpg,"S. Nicolai, Epise. Conf.",Mikołaj Biskup
380,chelmno_1904,0372.jpg,S. Bartholomaei Apostoli.,Bartłomiej Apostoł
381,chelmno_1904,0377.jpg,St. Jacobi Apost.,Jakub Apostoł
382,chelmno_1904,0379.jpg,S. Joannis Nepom. Mart.,Jan Nepomucen
383,chelmno_1904,0382.jpg,S. Nicolai Episc. Conf.,Mikołaj Biskup
384,chelmno_1904,0385.jpg,St. Joseph,Józef
385,chelmno_1904,0391.jpg,Immaculatae Conceptionis B. Mariae V.,Najświętsza Maryja Panna Niepokalanie Poczęta
386,chelmno_1904,0395.jpg,Immac. Conceptionis B. Mariae Virg.,Najświętsza Maryja Panna Niepokalanie Poczęta
387,chelmno_1904,0401.jpg,S. Adalberti Episc. M.,Wojciech Biskup Męczennik
388,chelmno_1904,0404.jpg,Tit. Ecclesiae: Assumptionis B. Mariae V.,Najświętsza Maryja Panna Wniebowzięta
389,chelmno_1904,0408.jpg,S. Matthaei Apost.,Mateusz Apostoł
390,chelmno_1904,0411.jpg,Visitationis B. Mariae Virg.,Nawiedzenie Najświętszej Maryi Panny
391,chelmno_1904,0413.jpg,S. Jacobi Apost. et S. Nicolai Episc. Conf.,"Jakub Większy Apostoł, Mikołaj Biskup"
392,chelmno_1904,0414.jpg,SS. Trinitatis.,Św. Trójca
393,chelmno_1904,0420.jpg,St. Michaelis Archang.,Michał Archanioł
394,chelmno_1904,0423.jpg,SS. Apostolorum Petri et Pauli.,Piotr i Paweł Apostołowie
395,chelmno_1904,0427.jpg,S. Catharinae Virg. Mart.,Katarzyna Panna Męczennica
396,chelmno_1904,0429.jpg,Nativitatis B. Mariae Virg.,Narodzenie Najświętszej Maryi Panny
397,chelmno_1904,0431.jpg,S. Michaelis Archang.,Michał Archanioł
398,chelmno_1904,0433.jpg,S. Mariae Magdalenae.,Maria Magdalena
399,chelmno_1904,0434.jpg,Purificationis B. Mariae Virg.,Oczyszczenie Najświętszej Maryi Panny
400,chelmno_1904,0436.jpg,Annuntiationis B. Mariae Virg.,Zwiastowanie Najświętszej Maryi Panny
401,chelmno_1904,0440.jpg,Assumptionis B. Mariae Virg.,Najświętsza Maryja Panna Wniebowzięta
402,chelmno_1904,0442.jpg,S. Adalberti Ep. Mart.,Wojciech Biskup Męczennik
403,chelmno_1904,0444.jpg,S. Michaelis Arch.,Michał Archanioł
404,chelmno_1904,0445.jpg,SS. Martyrum Cosmae et Damiani.,Kosma i Damian Męczennicy
405,chelmno_1904,0448.jpg,S. Jacobi Maj. Apost.,Jakub Większy Apostoł
406,chelmno_1904,0449.jpg,S. Margaritae Virg. et Mart.,Małgorzata Panna Męczennica
407,chelmno_1904,0456.jpg,S. Sebastiani.,Sebastian Męczennik
408,chelmno_1904,0459.jpg,S. Martini Ep. Conf.,Marcin Biskup
409,chelmno_1904,0461.jpg,S. Catharinae Virg. Mart.,Katarzyna Panna Męczennica
410,chelmno_1904,0463.jpg,Assumptionis B. Mariae V.,Najświętsza Maryja Panna Wniebowzięta
411,chelmno_1904,0465.jpg,St. Laurentii Mart.,Wawrzyniec Męczennik
412,chelmno_1904,0468.jpg,S. Mariae Magdalenae.,Maria Magdalena
413,chelmno_1904,0471.jpg,S. Joachim,Joachim
414,chelmno_1904,0473.jpg,Assumptionis B. Mariae Virg.,Najświętsza Maryja Panna Wniebowzięta
415,chelmno_1904,0477.jpg,Assumptionis B. Mariae Virg.,Najświętsza Maryja Panna Wniebowzięta
416,chelmno_1904,0480.jpg,S. Bartholomaei Apostoli.,Bartłomiej Apostoł
417,chelmno_1904,0483.jpg,SS. Apostolorum Petri et Pauli.,Piotr i Paweł Apostołowie
418,chelmno_1904,0486.jpg,Decollationis S. Joannis Baptistae.,Ścięcie Jana Chrzciciela
419,chelmno_1904,0493.jpg,Tit. Ecclesiae: SS. Trinitatis.,Św. Trójca
420,chelmno_1904,0495.jpg,S. Annae.,Anna
421,chelmno_1904,0498.jpg,S. Jacobi maj. Apost.,Jakub Większy Apostoł
422,chelmno_1904,0502.jpg,S. Barbarae Virg. et Mart.,Barbara Panna Męczennica
423,chelmno_1904,0504.jpg,Transfigurationis D. N. J. Chr.,Przemienienie Pańskie
424,chelmno_1904,0506.jpg,Inventionis S. Crucis.,Znalezienie Krzyża Św.
425,chelmno_1904,0509.jpg,"Purificationis B. Mariae Virg., et OO. Sanctorum",Oczyszczenie Najświętszej Maryi Panny
426,chelmno_1904,0512.jpg,S. Joannis Bapt.,Jan Chrzciciel
427,chelmno_1904,0514.jpg,S. Laurentii Mart.,Wawrzyniec Męczennik
428,chelmno_1904,0520.jpg,S. Bartholomaei Apost.,Bartłomiej Apostoł
429,chelmno_1904,0521.jpg,S. Nicolai Episc.,Mikołaj Biskup
430,chelmno_1904,0525.jpg,S. Jacobi Maj. Ap.,Jakub Większy Apostoł
431,chelmno_1904,0526.jpg,"Immaculatae Conceptionis B. Mariae V., efenaf8 SS. Apost. Simonis et Judae.",Najświętsza Maryja Panna Niepokalanie Poczęta
432,chelmno_1904,0529.jpg,S. Catharinae Virg. Mart.,Katarzyna Panna Męczennica
433,chelmno_1904,0533.jpg,S. Martini Episc. Conf.,Marcin Biskup
434,chelmno_1904,0542.jpg,Visitationis B. Mariae V.,Nawiedzenie Najświętszej Maryi Panny
435,chelmno_1904,0548.jpg,S. Adalberti Ep. Mart.,Wojciech Biskup Męczennik
436,chelmno_1904,0550.jpg,S. Michaelis Archang.,Michał Archanioł
437,chelmno_1904,0553.jpg,Tit. Ecclesiae: S. Catharinae Virg. Mart.,Katarzyna Panna Męczennica
438,chelmno_1904,0555.jpg,S. Barbarae Virg. Mart.,Barbara Panna Męczennica
439,chelmno_1904,0557.jpg,S. Jacobi maj. Apost.,Jakub Większy Apostoł
440,chelmno_1904,0561.jpg,SS. Apostolorum Petri et Pauli.,Piotr i Paweł Apostołowie
441,chelmno_1904,0564.jpg,S. Matthaei Apost.,Mateusz Apostoł
442,chelmno_1904,0569.jpg,S. Jacobi Maj. Apost.,Jakub Większy Apostoł
443,chelmno_1904,0571.jpg,S. Nicolai Episc.,Mikołaj Biskup
444,chelmno_1904,0573.jpg,SS. Apost. Petri et Pauli.,Piotr i Paweł Apostołowie
445,chelmno_1904,0575.jpg,S. Bartholomaei Apost.,Bartłomiej Apostoł
446,chelmno_1904,0577.jpg,S. Joannis Bapt.,Jan Chrzciciel
447,chelmno_1904,0579.jpg,Immac. Conceptionis B. Mariae V.,Imię Maryja Panna Niepokalanie Poczęta
448,chelmno_1904,0581.jpg,S. Catharinae Virg. Mart.,Katarzyna Panna Męczennica
449,chelmno_1904,0586.jpg,Assumptionis B. Mariae Virg.,Najświętsza Maryja Panna Wniebowzięta
450,chelmno_1904,0588.jpg,S. Crucis.,Św. Krzyż
451,chelmno_1904,0590.jpg,S. Valentini Mart.,Walenty Biskup Męczennik
452,chelmno_1904,0594.jpg,S. Nicolai Epise. Conf.,Mikołaj Biskup
453,chelmno_1904,0597.jpg,S. Martini Episc. Conf.,Marcin Biskup
454,chelmno_1904,0598.jpg,Nativitatis B. Mariae Virg.,Narodzenie Najświętszej Maryi Panny
455,chelmno_1904,0600.jpg,S. Joannis Bapt.,Jan Chrzciciel
456,chelmno_1904,0602.jpg,S. Joannis Bapt.,Jan Chrzciciel
457,chelmno_1904,0607.jpg,S. Jacobis maioris Apost.,Jakub Większy Apostoł
458,chelmno_1904,0612.jpg,Assumptionis B. Mariae V.,Najświętsza Maryja Panna Wniebowzięta
459,chelmno_1904,0620.jpg,S. Mariae Magdalenae.,Maria Magdalena
460,chelmno_1904,0623.jpg,S. Crucis.,Św. Krzyż
461,chelmno_1904,0626.jpg,S. Martini Episc.,Marcin Biskup
462,chelmno_1904,0628.jpg,S. Crucis,Św. Krzyż
463,chelmno_1904,0630.jpg,St. Hedwigis Vid.,Jadwiga Wdowa
464,chelmno_1904,0632.jpg,Nativitatis B. Mariae Virg.,Narodzenie Najświętszej Maryi Panny
465,chelmno_1904,0634.jpg,S. Stanislai Ep. Mart.,Stanisław Biskup Męczennik
466,chelmno_1904,0635.jpg,S. Mariae Magdalenae.,Maria Magdalena
467,chelmno_1904,0638.jpg,S. Jacobi Maj. Apost.,Jakub Większy Apostoł
468,chelmno_1904,0641.jpg,SS. Trinitatis.,Św. Trójca
469,chelmno_1904,0644.jpg,"Tit. Ecclesiae: B. Mariae V., Reginae Sacr. Rosarii.",Najświętsza Maryja Panna Królowa Różańca Św.
470,chelmno_1904,0645.jpg,S. Bartholomaei Apost.,Bartłomiej Apostoł
471,chelmno_1904,0649.jpg,S. Matthaei Apost.,Mateusz Apostoł
472,chelmno_1904,0652.jpg,S. Nicolai Episc. Conf.,Mikołaj Biskup
473,chelmno_1938,0039.jpg,TE. S. Andreas Ap.,Andrzej Ap
474,chelmno_1938,0039.jpg,"TE, Exaltatio S. Crucis",PKrzyża Św
475,chelmno_1938,0039.jpg,TE. S. Catharina V. M.,Katarzyna PM
477,chelmno_1938,0039.jpg,TE. S. Jacobus Ap.,Jakub W Ap
479,chelmno_1938,0039.jpg,"TE. S. Nicolaus E, C.",Mikołaj Bp
480,chelmno_1938,0039.jpg,NPNMP,NPNMP
482,chelmno_1938,0040.jpg,TE. Visitatio B. M. V.,NawNMP
484,chelmno_1938,0042.jpg,TE. Assumptio B. M. V.,WnNMP
491,chelmno_1938,0045.jpg,TE. Decollatio S. Joannis Bapt.,Ścięcie Jana Ch
492,chelmno_1938,0045.jpg,TE. SS. Ap. Petrus et Paulus,Piotr i Paweł AAp
493,chelmno_1938,0045.jpg,TE. Sancta Crux,Św. Krzyż
494,chelmno_1938,0045.jpg,TE S. Cath arina V. M.,Katarzyna PM
498,chelmno_1938,0045.jpg,TE. Im. Conceptio B. M. V.,ZwNMP
500,chelmno_1938,0045.jpg,TE. Im. Conceptio B. M. V.,NPNMP
501,chelmno_1938,0046.jpg,TE. S. Maria Magd.,Maria Magdalena
503,chelmno_1938,0046.jpg,TE. S. Anna,Anna
504,chelmno_1938,0047.jpg,"TE. Assumptio B. M, V,",WnNMP
509,chelmno_1938,0047.jpg,NarNMP,NarNMP
510,chelmno_1938,0049.jpg,TE S. Bartholomeus Ap.,Bartłomiej Ap
511,chelmno_1938,0049.jpg,TE. S. Maria Magd.,Maria Magdalena
512,chelmno_1938,0049.jpg,TE. SS. Cor. Jesu,NSJ
513,chelmno_1938,0049.jpg,TE. SS. Rosarii B. M. V.,NMPR
520,chelmno_1938,0052.jpg,Orat. S. Elisab.,WnNMP
521,chelmno_1938,0052.jpg,S. Andreae,Elżbieta
522,chelmno_1938,0054.jpg,TE. Transfigu­ratio D. N. J. C.,PPańskie
523,chelmno_1938,0054.jpg,B. Mariae V. Reginae Poloniae,NMP Gwiazda Morza
524,chelmno_1938,0054.jpg,TE. S. Nicolaus E. C.,Mikołaj Bp
525,chelmno_1938,0054.jpg,SS. Cord. Jesu,NMP Królowa Polski
528,chelmno_1938,0055.jpg,TE. $. Familiae,Św. Rodzina
529,chelmno_1938,0055.jpg,TE. S. Michael Arch.,Michał A
530,chelmno_1938,0055.jpg,TE. S. Andreas Bobola M.,Andrzej Bobola
531,chelmno_1938,0055.jpg,TE. S. Crux,Św. Krzyż
532,chelmno_1938,0055.jpg,TE. Christus Rex,Chrystus Kr
533,chelmno_1938,0056.jpg,TE. S. Joseph,Józef
534,chelmno_1938,0056.jpg,TE. S. Laurentius M.,Wawrzyniec M
535,chelmno_1938,0056.jpg,TE. Im. Conceptio B. M. V.,NPNMP
537,chelmno_1938,0056.jpg,TE. S. Jacobus Ap.,Jakub W Ap
539,chelmno_1938,0057.jpg,TE. S. Nicolaus E. C.,Mikołaj Bp
540,chelmno_1938,0057.jpg,TE. S. Joannes Bapt.,Jan Ch
541,chelmno_1938,0057.jpg,TE. S. Nicolaus E. C.,Mikołaj Bp
542,chelmno_1938,0057.jpg,TE. Ss. Martinus et Margarita,"Marcin Bp, Małgorzata PM"
543,chelmno_1938,0057.jpg,TE. SS. Ap. Petrus et Paulus,Piotr i Paweł AAp
544,chelmno_1938,0057.jpg,TE. Assumptio B. M. V. et SS. Ap. Petrus et Paulus,"WnNMP, Piotr i Paweł AAp"
550,chelmno_1938,0065.jpg,TE. S. Bartholomeus Ap.,Bartłomiej Ap
551,chelmno_1938,0065.jpg,TE. S. Catharina V. M.,Katarzyna PM
552,chelmno_1938,0065.jpg,TE. S. Matthaeus Ap.,Mateusz Ap
557,chelmno_1938,0067.jpg,TE. Assumptio B. M. V.,WnNMP
560,chelmno_1938,0069.jpg,TE. S. Anna,Barbara PM
561,chelmno_1938,0069.jpg,TE. S. Antonius Pad.,Antoni Pad
562,chelmno_1938,0069.jpg,TE. SS. Trinitas,Św. Trójca
563,chelmno_1938,0069.jpg,TE. Assumptio B. M. V.,WnNMP
564,chelmno_1938,0069.jpg,TE. S. Anna,Anna
565,chelmno_1938,0069.jpg,TE. S. Michael Arch.,Michał A
567,chelmno_1938,0072.jpg,TE. S. Wojtechus Ep. M.,Wojciech Bp
569,chelmno_1938,0074.jpg,TE. S. Anna,Anna
571,chelmno_1938,0074.jpg,TE. S. Jacobus Ap.,Jakub W Ap
574,chelmno_1938,0076.jpg,TE. Omnes Sancti,Wszyscy Św
575,chelmno_1938,0077.jpg,TE. Thomas Ap.,Tomasz Ap
577,chelmno_1938,0080.jpg,TE. S. Georgius M.,Jerzy M
578,chelmno_1938,0080.jpg,TE. B. M. V. Auxil. Chr.,NMPWW
579,chelmno_1938,0080.jpg,TE. S. Jacobus Ap.,Jakub W Ap
580,chelmno_1938,0080.jpg,TE. S. Matthaeus Ap.,Mateusz Ap
581,chelmno_1938,0080.jpg,TE. S. Joannes Bapt.,Jan Ch
