id,schematism,filename,latin,polish
1160,czestochowa_1937,0111.jpg,lign.,dr
1161,czestochowa_1937,0111.jpg,mur.,mr
1162,czestochowa_1937,0111.jpg,mur.,mr
1163,czestochowa_1937,0112.jpg,mur.,mr
1164,czestochowa_1937,0112.jpg,mur.,mr
1165,czestochowa_1937,0112.jpg,mur.,mr
1166,czestochowa_1937,0113.jpg,lign.,dr
1167,czestochowa_1937,0113.jpg,mur.,mr
1170,czestochowa_1937,0114.jpg,mur.,mr
1171,czestochowa_1937,0114.jpg,mur..,mr
1172,czestochowa_1937,0114.jpg,mur.,mr
1174,czestochowa_1937,0115.jpg,mur.,mr
1175,czestochowa_1937,0115.jpg,mur.,mr
1176,czestochowa_1937,0115.jpg,mur.,mr
1177,czestochowa_1937,0116.jpg,mur.,mr
1178,czestochowa_1937,0117.jpg,mur.,mr
1179,czestochowa_1937,0117.jpg,mur.,mr
1180,czestochowa_1937,0117.jpg,mur.,mr
1181,czestochowa_1937,0117.jpg,mur.,mr
1182,czestochowa_1937,0118.jpg,mur.,mr
1183,czestochowa_1937,0118.jpg,mur.,mr
1186,czestochowa_1937,0119.jpg,"mur.,",mr
1187,czestochowa_1937,0119.jpg,"mur.,",mr
1191,czestochowa_1937,0120.jpg,mur.,mr
1192,czestochowa_1937,0120.jpg,mur.,mr
1193,czestochowa_1939,0031.jpg,mur.,mr
1195,czestochowa_1939,0032.jpg,m.,mr
1197,czestochowa_1939,0032.jpg,m.,mr
1198,czestochowa_1939,0032.jpg,m.,mr
1199,czestochowa_1939,0033.jpg,mur.,mr
1201,czestochowa_1939,0033.jpg,mur.,mr
1202,czestochowa_1939,0034.jpg,m.,mr
1203,czestochowa_1939,0034.jpg,m.,mr
1204,czestochowa_1939,0035.jpg,m.,mr
1205,czestochowa_1939,0035.jpg,d.,dr
1206,czestochowa_1939,0036.jpg,mur.,mr
1207,czestochowa_1939,0036.jpg,mur.,mr
1208,czestochowa_1939,0036.jpg,mur.,mr
1209,czestochowa_1939,0037.jpg,m,mr
1210,czestochowa_1939,0037.jpg,m,mr
1211,czestochowa_1939,0037.jpg,m,mr
1212,czestochowa_1939,0038.jpg,mur.,mr
1213,czestochowa_1939,0038.jpg,mur.,mr
1214,czestochowa_1939,0040.jpg,mur.,mr
1215,czestochowa_1939,0040.jpg,dr,dr
1216,czestochowa_1939,0040.jpg,mur.,mr
1217,czestochowa_1939,0040.jpg,mur.,mr
1218,czestochowa_1939,0040.jpg,mur.,mr
1219,czestochowa_1939,0040.jpg,mur.,mr
1220,czestochowa_1939,0040.jpg,dr,dr
1221,czestochowa_1939,0040.jpg,dr,dr
1222,czestochowa_1939,0041.jpg,m.,mr
1223,czestochowa_1939,0041.jpg,m.,mr
1225,czestochowa_1939,0042.jpg,m.,mr
1226,czestochowa_1939,0042.jpg,m.,mr
1229,czestochowa_1939,0045.jpg,mur.,mr
1230,czestochowa_1939,0045.jpg,mur.,mr
1231,czestochowa_1939,0045.jpg,mur.,mr
1232,czestochowa_1939,0046.jpg,mur.,mr
1234,czestochowa_1939,0046.jpg,mur.,mr
1235,czestochowa_1939,0047.jpg,mur.,mr
1238,czestochowa_1939,0048.jpg,mur.,mr
1239,czestochowa_1939,0048.jpg,mur.,mr
1241,czestochowa_1939,0051.jpg,m.,mr
1242,czestochowa_1939,0052.jpg,d,dr
1243,czestochowa_1939,0052.jpg,d,dr
1244,czestochowa_1939,0052.jpg,m,mr
1245,czestochowa_1939,0052.jpg,d,dr
1247,czestochowa_1939,0054.jpg,m.,mr
1248,czestochowa_1939,0054.jpg,dr,dr
1249,czestochowa_1939,0055.jpg,dr,dr
1250,czestochowa_1939,0055.jpg,mur.,mr
1251,czestochowa_1939,0055.jpg,mur.,mr
1252,czestochowa_1939,0057.jpg,dr,dr
1254,czestochowa_1939,0058.jpg,mur.,mr
1255,czestochowa_1939,0058.jpg,mur.,mr
1258,czestochowa_1939,0058.jpg,mur.,mr
1259,czestochowa_1939,0060.jpg,mur.,mr
1263,czestochowa_1939,0061.jpg,mur.,mr
1264,czestochowa_1939,0063.jpg,m.,mr
1265,czestochowa_1939,0064.jpg,mr,mr
1266,czestochowa_1939,0065.jpg,mur.,mr
1267,czestochowa_1939,0067.jpg,m.,mr
1268,czestochowa_1939,0067.jpg,m.,mr
1269,czestochowa_1939,0067.jpg,m.,mr
1271,czestochowa_1939,0068.jpg,m.,mr
1273,czestochowa_1939,0070.jpg,mur.,mr
1276,czestochowa_1939,0071.jpg,dr,dr
1279,czestochowa_1939,0072.jpg,dr,dr
1280,czestochowa_1939,0072.jpg,mr,mr
1282,czestochowa_1939,0074.jpg,mur.,mr
1283,czestochowa_1939,0075.jpg,dr,dr
1284,czestochowa_1939,0075.jpg,mr,mr
1285,czestochowa_1939,0078.jpg,mur.,dr
1286,czestochowa_1939,0079.jpg,m.,mr
1287,czestochowa_1939,0080.jpg,m.,mr
1288,czestochowa_1939,0080.jpg,m.,mr
1290,czestochowa_1939,0081.jpg,m.,mr
1292,czestochowa_1939,0081.jpg,m.,mr
1295,czestochowa_1939,0083.jpg,mur.,mr
1296,czestochowa_1939,0085.jpg,mur.,mr
1298,czestochowa_1939,0085.jpg,mur.,mr
1304,czestochowa_1939,0086.jpg,m,mr
1305,czestochowa_1939,0086.jpg,m,mr
1306,czestochowa_1939,0087.jpg,mur.,mr
1307,czestochowa_1939,0087.jpg,dr,dr
1308,czestochowa_1939,0087.jpg,mur.,mr
1314,czestochowa_1939,0089.jpg,d.,dr
1316,czestochowa_1939,0090.jpg,mur.,mr
1318,czestochowa_1939,0090.jpg,lign.,dr
1319,czestochowa_1939,0092.jpg,dr,mr
1320,czestochowa_1939,0093.jpg,mur.,mr
1325,czestochowa_1939,0095.jpg,m.,mr
1326,czestochowa_1939,0095.jpg,d.,dr
1327,czestochowa_1939,0096.jpg,mur.,mr
1328,czestochowa_1939,0096.jpg,mur.,mr
1329,czestochowa_1939,0097.jpg,m.,mr
1331,czestochowa_1939,0097.jpg,pośw.,dr
1335,czestochowa_1939,0098.jpg,m.,mr
1336,czestochowa_1939,0098.jpg,m.,mr
1337,czestochowa_1939,0099.jpg,mur.,mr
1340,czestochowa_1939,0099.jpg,mur.,mr
1341,czestochowa_1939,0099.jpg,mur.,mr
1342,czestochowa_1939,0099.jpg,mur.,mr
1343,czestochowa_1939,0100.jpg,m.,mr
1344,czestochowa_1939,0101.jpg,d,dr
1346,czestochowa_1939,0101.jpg,m,mr
1347,czestochowa_1939,0101.jpg,m,mr
1348,czestochowa_1939,0101.jpg,m,mr
1351,czestochowa_1939,0101.jpg,d,mr
1353,czestochowa_1939,0102.jpg,m.,mr
1354,czestochowa_1939,0102.jpg,m.,mr
1356,czestochowa_1939,0103.jpg,m.,mr
1358,czestochowa_1939,0103.jpg,d.,dr
1360,czestochowa_1939,0103.jpg,d.,dr
1361,czestochowa_1939,0104.jpg,mur.,mr
1362,czestochowa_1939,0104.jpg,dr,dr
1363,czestochowa_1939,0104.jpg,mur.,mr
1364,czestochowa_1939,0104.jpg,mur,mr
1365,czestochowa_1939,0105.jpg,m.,mr
1368,czestochowa_1939,0105.jpg,m.,mr
1369,czestochowa_1939,0106.jpg,m.,mr
1371,czestochowa_1939,0108.jpg,mur.,mr
1375,czestochowa_1939,0110.jpg,mur.,mr
1377,czestochowa_1939,0112.jpg,dr,dr
1378,czestochowa_1939,0112.jpg,mr,mr
1379,czestochowa_1939,0112.jpg,dr,dr
1380,czestochowa_1939,0113.jpg,m,mr
1381,czestochowa_1939,0113.jpg,m,mr
1382,czestochowa_1939,0114.jpg,mur.,mr
1383,czestochowa_1939,0114.jpg,dr,dr
1384,czestochowa_1939,0114.jpg,mur,mr
1385,czestochowa_1939,0115.jpg,m,mr
1386,czestochowa_1939,0115.jpg,m,mr
1387,czestochowa_1939,0116.jpg,m,mr
1388,czestochowa_1939,0116.jpg,m,mr
1390,czestochowa_1939,0116.jpg,m,mr
1391,czestochowa_1939,0118.jpg,m.,mr
1394,czestochowa_1939,0120.jpg,mur.,mr
1395,czestochowa_1939,0120.jpg,mur.,mr
1398,czestochowa_1939,0121.jpg,mur.,mr
1399,czestochowa_1939,0121.jpg,dr,dr
1600,gniezno_1870,c0031.jpg,matr.,dr
1646,gniezno_1870,c0034.jpg,dr,dr
1647,gniezno_1870,c0034.jpg,dr,dr
1965,gniezno_1870,d0028.jpg,mur.,mr
2026,gniezno_1890,a0017.jpg,mur.,mr
2027,gniezno_1890,a0018.jpg,mur.,mr
2028,gniezno_1890,a0018.jpg,mur.,mr
2029,gniezno_1890,a0018.jpg,mur.,mr
2030,gniezno_1890,a0019.jpg,lign.,dr
2031,gniezno_1890,a0019.jpg,lign.,dr
2032,gniezno_1890,a0019.jpg,mur.,mr
2033,gniezno_1890,a0019.jpg,lign.,dr
2034,gniezno_1890,a0019.jpg,null,dr
2035,gniezno_1890,a0019.jpg,null,mr
2036,gniezno_1890,a0020.jpg,lign.,dr
2037,gniezno_1890,a0020.jpg,ign.,dr
2038,gniezno_1890,a0020.jpg,mur.,mr
2039,gniezno_1890,a0020.jpg,lign.,dr
2040,gniezno_1890,a0020.jpg,lign.,dr
2041,gniezno_1890,a0021.jpg,mur.,mr
2042,gniezno_1890,a0021.jpg,mur.,mr
2043,gniezno_1890,a0021.jpg,mur.,mr
2044,gniezno_1890,a0021.jpg,mur.,mr
2045,gniezno_1890,a0021.jpg,lign.,dr
2046,gniezno_1890,a0022.jpg,mur.,mr
2047,gniezno_1890,a0022.jpg,mur.,mr
2048,gniezno_1890,a0022.jpg,mur.,mr
2049,gniezno_1890,a0022.jpg,mur.,mr
2050,gniezno_1890,a0022.jpg,mur.,mr
2051,gniezno_1890,a0022.jpg,mur.,mr
2052,gniezno_1890,a0023.jpg,lign.,dr
2053,gniezno_1890,a0023.jpg,mur.,mr
2054,gniezno_1890,a0023.jpg,mur.,mr
2055,gniezno_1890,a0023.jpg,mur.,mr
2056,gniezno_1890,a0023.jpg,mur.,mr
2057,gniezno_1890,a0024.jpg,mur.,mr
2058,gniezno_1890,a0024.jpg,mur.,mr
2059,gniezno_1890,a0024.jpg,mur.,mr
2060,gniezno_1890,a0024.jpg,mur.,mr
2061,gniezno_1890,a0025.jpg,mur.,mr
2062,gniezno_1890,a0025.jpg,mur.,mr
2063,gniezno_1890,a0025.jpg,mur.,mr
2064,gniezno_1890,a0025.jpg,lign.,dr
2065,gniezno_1890,a0025.jpg,mur.,mr
2066,gniezno_1890,a0025.jpg,mur.,mr
2067,gniezno_1890,a0025.jpg,lign.,dr
2068,gniezno_1890,a0026.jpg,lign.,dr
2069,gniezno_1890,a0026.jpg,mur.,mr
2070,gniezno_1890,a0026.jpg,mur.,mr
2071,gniezno_1890,a0026.jpg,mur.,mr
2072,gniezno_1890,a0026.jpg,ign.,mr
2073,gniezno_1890,a0027.jpg,lign.,dr
2074,gniezno_1890,a0027.jpg,mur.,mr
2075,gniezno_1890,a0027.jpg,mur.,mr
2076,gniezno_1890,a0027.jpg,lign.,dr
2077,gniezno_1890,a0027.jpg,dr,dr
2078,gniezno_1890,a0028.jpg,lign.,dr
2079,gniezno_1890,a0028.jpg,lign.,dr
2080,gniezno_1890,a0028.jpg,mur.,mr
2082,gniezno_1890,a0029.jpg,lign.,dr
2083,gniezno_1890,a0029.jpg,mur.,mr
2084,gniezno_1890,a0029.jpg,mur.,mr
2085,gniezno_1890,a0029.jpg,mur.,mr
2086,gniezno_1890,a0029.jpg,mur.,mr
2087,gniezno_1890,a0030.jpg,lign.,dr
2088,gniezno_1890,a0030.jpg,lign.,dr
2089,gniezno_1890,a0030.jpg,mur.,mr
2090,gniezno_1890,a0030.jpg,lign.,dr
2091,gniezno_1890,a0030.jpg,lign.,dr
2092,gniezno_1890,a0031.jpg,mur.,mr
2093,gniezno_1890,a0031.jpg,lign.,dr
2094,gniezno_1890,a0031.jpg,lign.,dr
2095,gniezno_1890,a0031.jpg,mur.,mr
2096,gniezno_1890,a0031.jpg,lign.,dr
2097,gniezno_1890,a0032.jpg,lign.,dr
2098,gniezno_1890,a0032.jpg,lign.,dr
2099,gniezno_1890,a0032.jpg,lign.,dr
2100,gniezno_1890,a0033.jpg,mur.,mr
2101,gniezno_1890,a0033.jpg,mur.,mr
2102,gniezno_1890,a0033.jpg,lign.,dr
2103,gniezno_1890,a0033.jpg,mur.,mr
2104,gniezno_1890,a0033.jpg,mur.,mr
2105,gniezno_1890,a0034.jpg,mur.,mr
2106,gniezno_1890,a0034.jpg,lign.,dr
2107,gniezno_1890,a0034.jpg,lign.,dr
2108,gniezno_1890,a0034.jpg,lign.,dr
2109,gniezno_1890,a0034.jpg,lign.,dr
2110,gniezno_1890,a0034.jpg,lign.,dr
2112,gniezno_1890,a0035.jpg,mur.,mr
2113,gniezno_1890,a0035.jpg,lign.,dr
2115,gniezno_1890,a0036.jpg,lign.,dr
2116,gniezno_1890,a0036.jpg,lign.,dr
2117,gniezno_1890,a0036.jpg,lign.,dr
2118,gniezno_1890,a0036.jpg,mur.,mr
2119,gniezno_1890,a0036.jpg,lign.,dr
2120,gniezno_1890,a0036.jpg,lign.,dr
2121,gniezno_1890,a0037.jpg,mur.,mr
2122,gniezno_1890,a0037.jpg,mur.,mr
2123,gniezno_1890,a0037.jpg,mur.,mr
2124,gniezno_1890,a0037.jpg,mur.,mr
2125,gniezno_1890,a0037.jpg,mur.,mr
2126,gniezno_1890,a0037.jpg,lign.,dr
2127,gniezno_1890,a0038.jpg,lign.,dr
2128,gniezno_1890,a0038.jpg,mur.,mr
2129,gniezno_1890,a0038.jpg,mur.,mr
2130,gniezno_1890,a0038.jpg,mur.,mr
2131,gniezno_1890,a0038.jpg,mur.,mr
2132,gniezno_1890,a0039.jpg,lign.,dr
2133,gniezno_1890,a0039.jpg,lign.,dr
2134,gniezno_1890,a0039.jpg,mur.,mr
2135,gniezno_1890,a0039.jpg,mur.,mr
2136,gniezno_1890,a0040.jpg,mur.,mr
2137,gniezno_1890,a0040.jpg,mur.,mr
2138,gniezno_1890,a0040.jpg,mur.,mr
2139,gniezno_1890,a0040.jpg,mur.,mr
2140,gniezno_1890,a0040.jpg,mur.,mr
